City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
285,kerikeri,-35.2268,173.9474,9.02,93,23,5.35,NZ,1685909808
286,thivai,38.325,23.3189,21.0,56,4,2.91,GR,1685909808
287,priob'ye,62.5206,65.5964,16.49,85,13,4.72,RU,1685909808
288,gunjur,13.2019,-16.7339,26.04,78,0,4.61,GM,1685909780
289,kruisfontein,-34.0033,24.7314,13.82,58,44,15.39,ZA,1685909809
290,tindouf,27.6711,-8.1474,26.28,28,7,23.4,DZ,1685909809
291,tukrah,32.5341,20.5791,23.34,55,84,14.27,LY,1685909809
292,norfolk county,42.1668,-71.2495,11.93,79,100,4.0,US,1685909810
293,port moresby,-9.4431,147.1797,24.68,94,100,3.44,PG,1685909810
294,puerto deseado,-47.7503,-65.8938,7.55,47,30,10.83,AR,1685909810
295,kiunga,-6.1219,141.2906,22.49,100,58,1.81,PG,1685909810
296,antofagasta,-23.65,-70.4,17.6,74,41,5.12,CL,1685909805
297,mumford,5.2618,-0.759,26.77,82,100,11.23,GH,1685909811
298,aglona,56.1333,27.0167,7.54,96,72,6.06,LV,1685909811
299,hilo,19.7297,-155.09,26.82,73,75,6.91,US,1685909812
300,sola,-13.8833,167.55,26.5,80,95,22.19,VU,1685909812
301,bengkulu,-3.8004,102.2655,24.04,92,99,4.07,ID,1685909812
302,as sulayyil,20.4607,45.5779,32.14,15,0,7.58,SA,1685909813
303,lake havasu city,34.4839,-114.3224,39.48,9,1,3.0,US,1685909813
304,nova vicosa,-17.8919,-39.3719,23.46,68,70,6.82,BR,1685909813
305,karakulino,56.012,53.7067,10.69,71,3,11.25,RU,1685909814
306,bonthe,7.5264,-12.505,26.99,82,59,5.97,SL,1685909814
307,bolotnoye,55.6717,84.3981,19.32,69,17,6.38,RU,1685909814
308,kanel,15.4916,-13.1763,37.85,15,99,7.09,SN,1685909814
309,laguna,38.421,-121.4238,34.63,34,0,6.91,US,1685909815
310,birjand,32.8663,59.2211,22.26,23,0,6.91,IR,1685909815
311,nogliki,51.8333,143.1667,4.28,88,100,7.67,RU,1685909815
312,rosetta,31.4044,30.4164,20.8,75,21,7.92,EG,1685909816
313,copala,16.65,-98.9833,31.41,56,0,11.56,MX,1685909816
314,tessaoua,13.7574,7.9874,30.11,50,94,17.25,NE,1685909816
315,damavand,35.7178,52.065,19.24,50,47,2.26,IR,1685909816
316,bongaree,-27.0797,153.1586,18.92,83,100,19.51,AU,1685909817
317,broome,42.2506,-75.833,21.61,38,0,14.97,US,1685909817
318,ust-tsilma,65.441,52.1498,8.18,80,100,10.2,RU,1685909818
319,kill devil hills,36.0307,-75.676,19.0,72,0,14.97,US,1685909818
320,puerto baquerizo moreno,-0.9,-89.6,27.55,89,75,11.5,EC,1685909818
321,indramayu,-6.3264,108.32,26.0,82,59,4.14,ID,1685909818
322,vyshniy volochek,57.5913,34.5645,8.1,91,95,7.72,RU,1685909819
323,hadibu,12.65,54.0333,29.66,76,100,8.86,YE,1685909819
324,bikenibeu village,1.3673,173.1241,29.98,74,40,5.75,KI,1685909819
325,la'ie,21.6477,-157.9253,27.28,70,100,5.99,US,1685909820
326,praia,14.9215,-23.5087,24.3,69,20,11.5,CV,1685909820
327,papatowai,-46.5619,169.4708,7.05,87,100,6.89,NZ,1685909821
328,maba,24.6841,113.5984,24.43,94,37,1.9,CN,1685909821
329,anyksciai,55.5256,25.1026,9.52,90,93,5.61,LT,1685909821
330,mananjary,-21.2167,48.3333,20.1,89,6,3.76,MG,1685909822
331,dwarka,22.2394,68.9678,28.39,85,0,15.26,IN,1685909822
332,coahuayana de hidalgo,18.7,-103.6583,32.55,52,33,8.5,MX,1685909822
333,udachny,66.4167,112.4,1.16,97,100,16.73,RU,1685909823
334,codrington,-38.2667,141.9667,13.82,78,100,15.05,AU,1685909823
335,kalabo,-14.97,22.6814,19.27,31,0,1.66,ZM,1685909823
336,okha,53.5739,142.9478,3.4,92,93,10.4,RU,1685909824
337,tazacorte,28.629,-17.9293,22.54,91,75,8.05,ES,1685909824
338,taltal,-25.4,-70.4833,17.58,77,57,3.47,CL,1685909824
339,tamanrasset,22.785,5.5228,27.95,12,0,8.05,DZ,1685909659
340,ippy,6.2679,21.2247,21.1,95,96,3.0,CF,1685909825
341,crane,31.3974,-102.3501,28.03,35,3,9.91,US,1685909826
342,levuka,50.1834,-105.4011,29.85,45,40,3.44,CA,1685909826
343,walvis bay,-22.9575,14.5053,13.38,78,0,11.92,,1685909826
344,cadale,2.7603,46.3222,27.42,76,100,16.53,SO,1685909827
345,itabira,-19.6192,-43.2269,19.21,64,0,1.66,BR,1685909705
346,lagos,6.5833,3.75,26.23,89,78,6.2,NG,1685909701
347,flying fish cove,-10.4217,105.6791,24.82,83,100,9.22,CX,1685909828
348,touros,-5.1989,-35.4608,26.81,78,66,15.05,BR,1685909828
349,tazovsky,67.4667,78.7,9.35,64,100,14.12,RU,1685909828
350,sussex,41.1834,-74.6663,21.14,49,100,11.5,US,1685909829
351,lu-uk,5.9684,121.3122,26.23,85,95,1.01,PH,1685909829
352,castillos,-34.1667,-53.8333,16.64,79,100,11.86,UY,1685909829
353,harper,4.375,-7.7169,26.1,81,90,7.83,LR,1685909830
354,la rinconada,37.4873,-5.9826,27.1,52,0,6.91,ES,1685909830
355,fort wellington,6.4,-57.6,28.64,70,20,7.99,GY,1685909831
356,lycksele,64.5954,18.6735,8.93,61,20,10.36,SE,1685909831
357,nichinan,31.6,131.3667,18.82,70,62,4.25,JP,1685909831
358,muisne,0.6,-80.0333,26.35,78,100,5.19,EC,1685909832
359,dalandzadgad,43.5708,104.425,15.15,36,30,3.0,MN,1685909832
360,zuni pueblo,35.0725,-108.8506,26.35,17,100,5.32,US,1685909832
361,ain touta,35.3768,5.9,20.61,60,92,5.82,DZ,1685909833
362,salekhard,66.53,66.6019,12.89,76,50,8.79,RU,1685909833
363,pudozh,61.8099,36.5345,4.48,98,16,6.31,RU,1685909833
364,isangel,-19.55,169.2667,19.06,94,20,0.0,VU,1685909835
365,ambon,-3.6954,128.1814,28.69,50,40,5.75,ID,1685909835
366,sterling,39.0062,-77.4286,25.76,50,75,5.01,US,1685909835
367,orapa,-21.2833,25.3667,21.2,32,0,3.56,BW,1685909836
368,padre bernardo,-15.35,-48.5,28.23,28,0,3.62,BR,1685909836
369,la toma,-33.0526,-65.6238,13.24,34,100,7.45,AR,1685909836
370,santa marta,11.2408,-74.199,28.27,77,75,11.5,CO,1685909693
371,north bay,46.3168,-79.4663,23.86,35,100,6.91,CA,1685909837
372,alice springs,-23.7,133.8833,7.75,100,75,0.0,AU,1685909658
373,vadso,70.0744,29.7487,6.49,70,75,3.44,NO,1685909838
374,nakamura,32.9833,132.9333,16.1,72,73,4.65,JP,1685909838
375,birao,10.2849,22.7882,25.41,76,51,5.12,CF,1685909838
376,duong dong,10.2167,103.9667,28.0,83,40,5.75,VN,1685909839
377,igarka,67.4667,86.5833,7.15,86,94,13.44,RU,1685909839
378,kristiansund,63.1115,7.732,10.03,76,75,11.5,NO,1685909839
379,sao felix do xingu,-6.6447,-51.995,29.96,60,91,4.61,BR,1685909611
380,al qitena,14.8648,32.3668,34.8,30,95,3.85,SD,1685909840
381,gadzhiyevo,69.2551,33.3362,4.39,67,100,11.05,RU,1685909840
382,alofi,-19.0595,-169.9187,24.19,72,100,15.84,NU,1685909841
383,kodinsk,58.6881,99.1844,14.1,50,100,3.87,RU,1685909841
384,oruro,-17.9833,-67.15,14.17,7,0,5.88,BO,1685909841
385,korla,41.7597,86.1469,22.64,24,94,6.06,CN,1685909842
386,mount gambier,-37.8333,140.7667,14.37,77,68,10.07,AU,1685909842
387,san sebastian de la gomera,28.0916,-17.1133,22.2,83,100,4.61,ES,1685909842
388,nar'yan-mar,67.6713,53.087,12.69,87,100,16.31,RU,1685909843
389,badr hunayn,23.7829,38.7905,34.06,31,99,3.38,SA,1685909844
390,ashmun,30.2986,30.9764,25.47,51,52,8.7,EG,1685909844
391,ponta delgada,37.7333,-25.6667,21.4,78,40,11.5,PT,1685909844
392,aki,33.5,133.9,15.97,61,67,5.59,JP,1685909845
393,itigi,-5.7,34.4833,19.27,64,63,8.21,TZ,1685909845
394,kidal,18.4411,1.4078,36.42,13,100,11.45,ML,1685909845
395,basco,20.4487,121.9702,27.14,82,81,16.37,PH,1685909846
396,port lincoln,-34.7333,135.8667,16.14,83,97,11.05,AU,1685909846
397,fiambala,-27.6871,-67.6149,17.78,55,40,7.18,AR,1685909846
398,benalup-casas viejas,36.3239,-5.769,23.55,82,75,5.23,ES,1685909847
399,outjo,-20.1167,16.15,13.27,29,0,7.23,,1685909847
400,santa cruz,-17.8,-63.1667,29.7,61,40,13.8,BO,1685909666
401,pemangkat,1.1667,108.9667,26.23,88,100,6.46,ID,1685909848
402,brokopondo,4.75,-55.1667,27.59,85,45,6.31,SR,1685909848
403,yarmouth,41.7057,-70.2286,12.08,91,100,25.99,US,1685909849
404,ceeldheer,3.8488,47.1806,27.08,79,99,17.29,SO,1685909849
405,mwinilunga,-11.7358,24.4293,15.14,47,19,1.66,ZM,1685909849
406,lahaina,20.8783,-156.6825,29.0,74,100,3.89,US,1685909850
407,howrah,22.5892,88.3103,30.0,89,40,9.22,IN,1685909850
408,dudinka,69.4058,86.1778,1.9,80,2,14.2,RU,1685909850
409,astrakhan,46.3497,48.0408,22.93,60,0,11.18,RU,1685909851
410,moroto,2.5345,34.6666,21.02,51,100,6.85,UG,1685909851
411,sao geraldo do araguaia,-6.4006,-48.555,28.12,78,100,0.76,BR,1685909851
412,mukalla,14.5425,49.1242,29.7,77,50,1.79,YE,1685909851
413,baishishan,43.5833,127.5667,10.7,75,0,4.12,CN,1685909852
414,smithers,54.7804,-127.1743,10.18,62,75,8.05,CA,1685909852
415,lasalgaon,20.15,74.2333,28.17,53,4,7.99,IN,1685909852
416,vernon,50.2581,-119.2691,27.39,20,0,3.44,CA,1685909853
417,san antonio de pale,-1.4014,5.6325,25.46,90,36,8.97,GQ,1685909853
418,murzuq,25.9155,13.9184,35.2,6,1,10.45,LY,1685909853
419,padina,45.1181,20.7272,16.82,68,56,12.66,RS,1685909854
420,pandan,14.0453,124.1694,26.77,85,94,6.4,PH,1685909854
421,la sarre,48.8002,-79.1996,24.08,30,100,1.59,CA,1685909589
422,mahenge,-8.6833,36.7167,16.95,76,7,2.19,TZ,1685909854
423,hopkinsville,36.8656,-87.4886,32.79,53,16,9.24,US,1685909620
424,fort abbas,29.1925,72.8536,33.73,37,16,7.02,PK,1685909855
425,forster,-32.1667,152.5167,13.54,95,100,8.72,AU,1685909855
426,ampanihy,-24.7,44.75,20.47,61,49,4.03,MG,1685909837
427,fisterra,42.9049,-9.2629,18.34,86,12,5.12,ES,1685909856
428,tralee,52.2704,-9.7026,20.14,68,0,4.61,IE,1685909856
429,prince rupert,54.3161,-130.3201,11.05,76,75,6.91,CA,1685909856
430,aleksandrovsk-sakhalinskiy,50.8975,142.1561,6.28,81,100,5.21,RU,1685909857
431,masterton,-40.9597,175.6575,11.6,96,100,10.11,NZ,1685909857
432,laurinburg,34.7741,-79.4628,22.19,62,75,11.77,US,1685909857
433,leua,48.2156,18.6071,17.5,62,100,4.79,SK,1685909858
434,sokoni,-6.4333,39.55,26.03,80,1,11.03,TZ,1685909858
435,roma,43.2128,-75.4557,21.08,39,75,11.5,US,1685909585
436,al ghayzah,16.2079,52.176,28.54,79,0,10.83,YE,1685909859
437,namibe,-15.1961,12.1522,19.28,71,0,6.85,AO,1685909312
438,maholi,27.6667,80.4667,31.46,37,63,7.52,IN,1685909859
439,waddan,29.1614,16.139,33.28,20,74,15.82,LY,1685909860
440,kolondieba,11.0882,-6.8926,28.17,62,86,7.92,ML,1685909860
441,bathurst,-33.4166,149.5806,10.46,84,100,1.01,AU,1685909860
442,yuzhno-kurilsk,44.0306,145.8556,8.29,86,59,5.06,RU,1685909860
443,hacienda huancane,-15.8222,-70.8856,9.75,17,4,4.0,PE,1685909861
444,broken hill,-31.95,141.4333,14.51,88,100,19.8,AU,1685909861
445,sault ste. marie,46.5168,-84.3333,27.31,30,0,9.22,CA,1685909787
446,juneau,58.3019,-134.4197,12.45,66,100,5.75,US,1685909862
447,elko,41.0002,-115.5012,19.86,37,100,7.0,US,1685909768
448,pajok,3.8651,32.4821,22.25,64,100,2.98,SS,1685909862
449,molde,62.7375,7.1591,10.95,76,75,9.22,NO,1685909639
450,toormina,-30.3526,153.0903,15.03,88,100,8.05,AU,1685909863
451,marabba,12.35,32.1833,32.63,40,20,10.18,SD,1685909863
452,yemva,62.59,50.8594,6.03,84,2,5.32,RU,1685909727
453,bailesti,44.0167,23.35,13.95,73,99,3.51,RO,1685909863
454,padang,-0.9492,100.3543,25.1,90,100,3.62,ID,1685909864
455,acarau,-2.8856,-40.12,27.25,78,100,15.39,BR,1685909790
456,daru,-9.0763,143.2092,25.12,91,94,10.96,PG,1685909864
457,aljezur,37.3191,-8.8033,18.0,82,100,8.1,PT,1685909864
458,gizo,-8.103,156.8419,27.38,78,51,3.94,SB,1685909865
459,cartagena,10.3997,-75.5144,25.79,89,100,1.14,CO,1685909623
460,taskopru,41.5098,34.2141,15.3,97,100,4.81,TR,1685909865
461,kapuskasing,49.4169,-82.4331,27.05,24,100,3.44,CA,1685909865
462,talara,-4.5772,-81.2719,28.42,65,0,17.27,PE,1685909866
463,kismayo,-0.3582,42.5454,26.66,78,85,12.73,SO,1685909866
464,bridgewater,44.3835,-64.5155,10.06,96,100,9.22,CA,1685909716
465,cangas de onis,43.3284,-5.0718,15.93,92,100,3.24,ES,1685909867
466,znamensk,48.5842,45.7338,18.96,63,73,16.64,RU,1685909867
467,saint-laurent-du-maroni,5.5039,-54.0289,27.67,81,89,3.11,GF,1685909867
468,sho'rchi,38.0141,67.7899,26.9,21,10,10.38,UZ,1685909868
469,patterson,37.4716,-121.1297,33.34,33,0,3.91,US,1685909868
470,sechura,-5.5569,-80.8222,27.93,57,4,14.61,PE,1685909868
471,ulladulla,-35.35,150.4667,13.88,71,100,4.36,AU,1685909868
472,warwick,41.7001,-71.4162,13.28,70,100,17.27,US,1685909869
473,amursk,50.2261,136.8994,7.98,80,73,2.71,RU,1685909869
474,palmas de monte alto,-14.2672,-43.1619,28.45,26,0,4.92,BR,1685909869
475,nuuk,64.1835,-51.7216,0.34,100,100,16.11,GL,1685909721
476,popondetta,-8.7537,148.2534,21.91,95,100,2.89,PG,1685909870
477,pakenham,-38.0667,145.4833,12.75,90,100,3.89,AU,1685909870
478,najran,17.4924,44.1277,28.36,20,1,3.69,SA,1685909789
479,koraput,18.8167,82.7167,25.31,55,81,3.18,IN,1685909870
480,westport,41.1415,-73.3579,18.94,57,100,13.8,US,1685909871
481,nemuro,43.3236,145.575,8.38,90,98,6.53,JP,1685909871
482,angaur state,6.906,134.13,28.23,79,100,11.36,PW,1685909871
483,dryden,49.7833,-92.7503,28.16,47,0,4.61,CA,1685909770
484,lae,-6.7221,146.9847,23.84,88,78,5.59,PG,1685909872
485,myitkyina,25.3833,97.4,25.35,74,5,0.65,MM,1685909872
486,lionel town,17.8101,-77.2406,30.94,65,17,7.78,JM,1685909872
487,queenstown,-31.8976,26.8753,9.16,54,27,18.25,ZA,1685909873
488,kirensk,57.7853,108.1119,11.11,59,100,3.24,RU,1685909873
489,severnoye,56.3491,78.3619,20.53,56,0,3.96,RU,1685909873
490,itapecuru mirim,-3.3925,-44.3586,28.96,69,86,3.22,BR,1685909873
491,el bauga,18.262,33.9081,34.7,18,2,3.71,SD,1685909874
492,great falls,47.5002,-111.3008,24.82,45,0,0.0,US,1685909719
493,xining,36.6167,101.7667,9.44,79,100,0.65,CN,1685909874
494,mogadishu,2.0371,45.3438,26.65,81,100,13.09,SO,1685909593
495,ciudad acuna,29.3232,-100.9522,31.16,38,0,1.99,MX,1685909875
496,mil'kovo,55.6078,37.7956,11.22,65,81,7.92,RU,1685909875
497,weiser,44.251,-116.9693,29.38,36,16,3.0,US,1685909876
498,sumoto,34.35,134.9,18.02,78,54,2.86,JP,1685909876
499,derbent,42.0678,48.2899,21.01,80,95,2.44,RU,1685909876
500,fort saskatchewan,53.7168,-113.2187,27.65,41,12,5.75,CA,1685909876
501,beledweyne,4.7358,45.2036,27.98,61,99,18.61,SO,1685909877
502,yssingeaux,45.1333,4.1167,12.7,95,91,2.53,FR,1685909877
503,bassila,9.0081,1.6654,27.07,69,99,3.6,BJ,1685909877
504,el tocuyo,9.7873,-69.7937,31.73,48,93,8.52,VE,1685909877
505,meeuwen,51.0979,5.5194,18.27,49,16,3.44,BE,1685909878
506,nuku'alofa,-21.1333,-175.2,23.19,73,20,9.22,TO,1685909878
507,xilin hot,43.9667,116.0333,10.16,60,2,4.45,CN,1685909878
508,farafangana,-22.8167,47.8333,21.09,85,14,6.62,MG,1685909878
509,antonio enes,-16.2325,39.9086,24.52,84,0,9.75,MZ,1685909879
510,evergreen,39.6333,-105.3172,13.3,87,100,1.99,US,1685909879
511,inari,68.906,27.0288,9.11,68,84,3.29,FI,1685909879
512,pangody,65.85,74.4859,13.49,86,100,16.69,RU,1685909880
513,vuktyl,63.8567,57.3094,12.87,87,67,13.49,RU,1685909880
514,ganye,8.4333,12.0667,25.91,65,43,2.19,NG,1685909881
515,naro moru,-0.1676,37.0213,13.74,94,88,10.87,KE,1685909881
516,agat village,13.3886,144.6585,27.52,83,20,5.75,GU,1685909881
517,cockburn town,21.4612,-71.1419,28.5,73,98,2.93,TC,1685909882
518,el colorado,-26.3081,-59.3729,26.78,57,80,3.44,AR,1685909882
519,iquitos,-3.7481,-73.2472,32.02,66,40,3.44,PE,1685909882
520,ellsworth,44.5434,-68.4195,11.05,91,100,12.66,US,1685909883
521,aguilar,37.5148,-4.6572,22.23,52,99,6.26,ES,1685909883
522,bodaybo,57.8506,114.1933,6.41,86,40,1.23,RU,1685909883
523,geyve,40.5075,30.2925,16.76,96,100,3.96,TR,1685909884
524,burang,30.25,81.1667,2.57,77,93,3.56,CN,1685909884
525,akureyri,65.6835,-18.0878,14.96,44,75,10.36,IS,1685909884
526,hastings,50.8552,0.5729,14.18,34,2,17.72,GB,1685909885
527,novodvinsk,64.4165,40.8122,2.62,96,100,11.9,RU,1685909885
528,visakhapatnam,17.69,83.2093,28.61,67,96,1.79,IN,1685909886
529,uray,60.1247,64.7758,17.78,86,100,10.13,RU,1685909886
530,ajuy,11.1724,123.0197,25.25,92,100,0.4,PH,1685909886
531,lagodekhi,41.8268,46.2767,20.5,71,100,2.21,GE,1685909887
532,al bayda',32.7627,21.7551,21.2,45,53,5.53,LY,1685909887
533,esmeraldas,-19.7625,-44.3139,23.58,43,0,3.38,BR,1685909753
534,znamenskoye,57.1281,73.8282,20.46,67,0,3.85,RU,1685909888
535,phan thiet,10.9333,108.1,26.63,81,100,7.81,VN,1685909888
536,chegdomyn,51.1167,133.0167,7.35,92,10,1.41,RU,1685909888
537,hilton head island,32.2163,-80.7526,23.33,78,100,10.36,US,1685909889
538,belokurikha,51.9959,84.9896,18.63,86,97,4.23,RU,1685909890
539,ixtapa,20.7,-105.2,30.57,58,20,12.66,MX,1685909891
540,vila velha,-20.3297,-40.2925,23.3,79,0,4.61,BR,1685909891
541,betio village,1.358,172.9211,30.02,77,68,8.3,KI,1685909891
542,morehead city,34.7229,-76.726,21.03,76,75,14.97,US,1685909892
543,turpan,42.9333,89.1667,27.64,18,2,3.67,CN,1685909892
544,singrauli,24.1997,82.6753,28.81,27,8,3.62,IN,1685909892
545,pangoa,-12.1167,-73.0,29.17,48,3,4.63,PE,1685909893
546,zapolyarnyy,69.4154,30.8136,5.6,60,100,6.8,RU,1685909893
547,san jose del guaviare,2.5729,-72.6459,28.85,79,31,1.83,CO,1685909893
548,haiku-pauwela,20.9219,-156.3051,28.01,56,40,14.97,US,1685909894
549,jwaneng,-24.6004,24.7303,14.7,25,42,8.68,BW,1685909894
550,ilembula,-8.9,34.5833,15.71,89,22,10.0,TZ,1685909894
551,vicuna,-30.0319,-70.7081,28.76,17,4,5.28,CL,1685909895
552,male,4.1748,73.5089,28.26,79,100,19.51,MV,1685909895
553,armacao de buzios,-22.7469,-41.8817,24.03,81,0,12.55,BR,1685909896
554,mwene-ditu,-7.0,23.45,22.16,52,57,2.8,CD,1685909896
555,kingaroy,-26.5333,151.8333,13.02,98,100,6.64,AU,1685909896
556,mili,6.0815,171.735,28.57,77,90,12.37,MH,1685909722
557,alice town,25.7167,-79.3,26.66,73,65,8.23,BS,1685909897
558,san pedro,14.35,121.0167,27.57,88,75,3.44,PH,1685909898
559,bembereke,10.2283,2.6634,27.62,59,94,4.32,BJ,1685909898
560,novyy turtkul',41.55,61.0167,27.95,14,0,9.33,UZ,1685909898
561,puerto ayacucho,5.6639,-67.6236,28.99,75,94,2.3,VE,1685909899
562,dongargarh,21.2,80.7333,33.27,25,92,2.93,IN,1685909899
563,ivolginsk,51.7492,107.2837,9.81,81,20,2.24,RU,1685909900
564,coquimbo,-29.9533,-71.3436,17.85,72,0,13.8,CL,1685909608
565,sarpsborg,59.2839,11.1096,16.22,56,47,5.08,NO,1685909900
566,ulsteinvik,62.3432,5.8487,12.09,82,55,7.0,NO,1685909900
567,velikiy ustyug,60.7644,46.3106,7.2,75,11,8.21,RU,1685909901
568,fonte boa,-2.4959,-66.2662,24.97,96,100,2.73,BR,1685909901
569,luwuk,-0.9516,122.7875,25.24,90,97,5.08,ID,1685909902
570,pimenta bueno,-11.6725,-61.1936,29.96,64,41,1.28,BR,1685909902
571,alaghsas,17.0187,8.0168,35.39,16,65,7.7,NE,1685909902
572,balezino,57.9796,53.0106,6.68,91,0,3.78,RU,1685909903
